"StartIP","EndIP","Org","Customer"
"207.68.1.0","207.68.1.255","Bell Atlantic Internet Solutions",
"207.68.2.0","207.68.2.255","Bell Atlantic Internet Solutions",
"207.68.3.0","207.68.3.255","Bell Atlantic Internet Solutions",
"207.68.4.0","207.68.4.255","Bell Atlantic Internet Solutions",
"207.68.5.0","207.68.5.255","Bell Atlantic Internet Solutions",
"207.68.6.0","207.68.6.255","Bell Atlantic Internet Solutions",
"207.68.7.0","207.68.7.255","Bell Atlantic Internet Solutions",
"207.68.8.0","207.68.8.255","Bell Atlantic Internet Solutions",
"207.68.9.0","207.68.9.255","Bell Atlantic Internet Solutions",
"207.68.10.0","207.68.10.255","Bell Atlantic Internet Solutions",
"207.68.11.0","207.68.11.255","Bell Atlantic Internet Solutions",
"207.68.12.0","207.68.12.255","Bell Atlantic Internet Solutions",
"207.68.13.0","207.68.13.255","Bell Atlantic Internet Solutions",
"207.68.14.0","207.68.14.255","Bell Atlantic Internet Solutions",
"207.68.15.0","207.68.15.255","Bell Atlantic Internet Solutions",
"207.68.16.0","207.68.16.255","Bell Atlantic Internet Solutions",
"207.68.17.0","207.68.17.255","Bell Atlantic Internet Solutions",
"207.68.18.0","207.68.18.255","Bell Atlantic Internet Solutions",
"207.68.19.0","207.68.19.255","Bell Atlantic Internet Solutions",
"207.68.20.0","207.68.20.255","Bell Atlantic Internet Solutions",
"207.68.21.0","207.68.21.255","Bell Atlantic Internet Solutions",
"207.68.22.0","207.68.22.255","Bell Atlantic Internet Solutions",
"207.68.23.0","207.68.23.255","Bell Atlantic Internet Solutions",
"207.68.24.0","207.68.24.255","Bell Atlantic Internet Solutions",
"207.68.25.0","207.68.25.255","Bell Atlantic Internet Solutions",
"207.68.26.0","207.68.26.255","Bell Atlantic Internet Solutions",
"207.68.27.0","207.68.27.255","Bell Atlantic Internet Solutions",
"207.68.28.0","207.68.28.255","Bell Atlantic Internet Solutions",
"207.68.29.0","207.68.29.255","Bell Atlantic Internet Solutions",
"207.68.0.0","207.68.127.255","Verizon Business",
"207.68.128.0","207.68.191.255","Microsoft Corporation",
"207.68.192.0","207.68.207.255","Bloomington Public School District No. 87",
"207.68.208.0","207.68.223.255","Nebraska Central Telephone Company",
"207.68.224.0","207.68.255.255","BCI Mississippi Broadband,LLC",
"207.69.0.0","207.69.255.255","Windstream Communications LLC",
"207.70.0.0","207.70.63.255","Involta",
"207.70.64.0","207.70.127.255","Verizon Business",
"207.70.128.0","207.70.191.255","Consolidated Communications, Inc.",
"207.70.192.0","207.70.223.255","Corporate Communications, Inc.",
"207.70.224.0","207.70.239.255","Corporate Communications, Inc.",
"207.70.240.0","207.70.255.255",,"DirecTV LLC"
"207.71.0.0","207.71.63.255","Level 3 Parent, LLC",
"207.71.64.0","207.71.127.255","NTT America, Inc.",
"207.71.128.0","207.71.159.255","Alliant Energy",
"207.71.160.0","207.71.175.255","IPROT, Inc.",
"207.71.176.0","207.71.191.255","Alliant Energy",
"207.71.192.0","207.71.255.255","Impulse Internet Services",
"207.72.0.0","207.72.0.255","Merit Network Inc.",
"207.72.0.0","207.75.255.255","Merit Network Inc.",
"207.76.0.0","207.79.255.255","Verizon Business",
"207.80.0.0","207.80.7.255","Angleton Independent School District",
"207.80.0.0","207.80.255.255","University of Texas System",
"207.81.0.0","207.81.0.63",,"TELUS-HSIA-KMLPBC01"
"207.81.0.64","207.81.0.127",,"TELUS-HSIA-PGRGBC01"
"207.81.0.128","207.81.0.191",,"TELUS-HSIA-VANCBC08"
"207.81.0.192","207.81.0.255",,"TELUS-HSIA-VCTABC06"
"207.81.1.0","207.81.1.63",,"TELUS-HSIA-VANCBC06"
"207.81.1.64","207.81.1.127",,"TELUS-HSIA-VANCBC05"
"207.81.1.128","207.81.1.191",,"TELUS-HSIA-VANCBC01"
"207.81.1.192","207.81.1.255",,"TELUS-HSIA-SRRYBC02"
"207.81.2.0","207.81.2.63",,"TELUS-HSIA-VERNBC01"
"207.81.2.64","207.81.2.127",,"TELUS-HSIA-CRTYBC01"
"207.81.0.0","207.81.255.255","TELUS Communications Inc.",
"207.82.0.0","207.82.255.255","CenturyLink Communications, LLC",
"207.83.0.0","207.83.0.7","Convergys Corporation",
"207.83.0.0","207.83.255.255","Level 3 Parent, LLC",
"207.84.0.0","207.85.255.255","DoD Network Information Center",
"207.86.0.0","207.87.255.255","Verizon Business",
"207.88.0.0","207.88.255.255","Verizon Business",
"207.89.0.0","207.89.15.255","Ellijay Telephone Company",
"207.0.0.0","207.255.255.255","American Registry for Internet Numbers",
"208.0.0.0","208.31.255.255","Sprint",
"208.32.0.0","208.35.255.255","Sprint",
"208.36.0.0","208.37.255.255","Verizon Business",
"208.38.0.0","208.38.63.255","TELUS Communications Inc.",
"208.38.64.0","208.38.127.255","Windstream Communications LLC",
"208.38.128.0","208.38.191.255","WideOpenWest Finance LLC",
"208.38.192.0","208.38.223.255","Visionary Communications, Inc.",
"208.38.224.0","208.38.224.63",,"Metronet - customer address pool"
"208.38.224.64","208.38.224.127",,"Metronet - static customer pool"
"208.38.224.128","208.38.224.191",,"Metronet Static Pool"
"208.38.224.0","208.38.255.255","Metronet",
"208.39.0.0","208.39.63.255","IBM Cloud Managed Application Services",
"208.39.64.0","208.39.95.255","IBM Cloud Managed Application Services",
"208.39.96.0","208.39.127.255","IBM Cloud Managed Application Services",
"208.39.128.0","208.39.191.255","Comcast Cable Communications, LLC",
"208.39.192.0","208.39.192.15",,"Sierra Meat Company"
"208.39.192.0","208.39.255.255","Zayo Bandwidth",
"208.40.0.0","208.40.127.255","First Communications LLC",
"208.40.192.0","208.40.207.255","CONTINENTAL BROADBAND PENNSYLVANIA, INC.",
"208.40.128.0","208.40.191.255","CONTINENTAL BROADBAND PENNSYLVANIA, INC.",
"208.40.128.0","208.40.191.255","CONTINENTAL BROADBAND PENNSYLVANIA, INC.",
"208.40.192.0","208.40.207.255","CONTINENTAL BROADBAND PENNSYLVANIA, INC.",
"208.40.208.0","208.40.223.255","Apps Communications",
"208.40.224.0","208.40.224.31",,"nFrame"
"208.40.224.32","208.40.224.63",,"nFrame"
"208.40.224.0","208.40.255.255","Expedient",
"208.41.0.0","208.41.255.255","MegaPath Networks Inc.",
"208.42.0.0","208.42.0.255",,"VISI - Master"
"208.42.1.0","208.42.1.63",,"VISI - Master"
"208.42.0.0","208.42.127.255","Vector Internet Services, Inc.",
"208.42.128.0","208.42.191.255","Vector Internet Services, Inc.",
"208.42.192.0","208.42.223.255","CenturyLink Communications, LLC",
"208.42.224.0","208.42.224.15",,"CIB Marine Bancshares, Inc. dba CIBM Bank"
"208.42.224.16","208.42.224.31",,"Data393, Inc."
"208.42.224.32","208.42.224.47",,"Data393, Inc."
"208.42.224.48","208.42.224.55",,"Data393, Inc."
"208.42.224.0","208.42.255.255","Latisys-Denver, LLC",
"208.43.0.0","208.43.255.255","SoftLayer Technologies Inc.",
"208.44.0.0","208.47.255.255","CenturyLink Communications, LLC",
"208.48.0.0","208.48.63.255","Level 3 Parent, LLC",
"208.48.64.0","208.48.64.63","Cinedigm Digital Cinema Corp.",
"208.48.64.0","208.48.127.255","CenturyLink Communications, LLC",
"208.48.128.0","208.48.191.255","Level 3 Parent, LLC",
"208.48.192.0","208.48.207.255","Level 3 Parent, LLC",
"208.48.208.0","208.48.223.255","CenturyLink Communications, LLC",
"208.50.0.0","208.50.127.255","Level 3 Parent, LLC",
"208.49.0.0","208.49.255.255","Level 3 Parent, LLC",
"208.48.224.0","208.48.255.255","Level 3 Parent, LLC",
"208.49.0.0","208.49.3.255",,"Convergent Network Services"
"208.50.0.0","208.50.127.255","Level 3 Parent, LLC",
"208.48.224.0","208.48.255.255","Level 3 Parent, LLC",
"208.49.0.0","208.49.255.255","Level 3 Parent, LLC",
"208.50.0.0","208.50.127.255","Level 3 Parent, LLC",
"208.49.0.0","208.49.255.255","Level 3 Parent, LLC",
"208.48.224.0","208.48.255.255","Level 3 Parent, LLC",
"208.49.0.0","208.49.3.255",,"Convergent Network Services"
"208.49.0.0","208.49.255.255","Level 3 Parent, LLC",
"208.48.224.0","208.48.255.255","Level 3 Parent, LLC",
"208.50.0.0","208.50.127.255","Level 3 Parent, LLC",
"208.50.128.0","208.50.191.255","CenturyLink Communications, LLC",
"208.50.192.0","208.50.255.255","Level 3 Parent, LLC",
"208.51.0.0","208.51.255.255","Level 3 Parent, LLC",
"208.52.0.0","208.52.127.255","Wave Broadband",
"208.52.128.0","208.52.129.255","IPXO LLC",
"208.52.130.0","208.52.130.255","LMX Labs LLC",
"208.52.131.0","208.52.131.255","MacStadium, Inc.",
"208.52.132.0","208.52.135.255","Geneseo Telephone Company",
"208.52.136.0","208.52.136.255","City of Wooster",
"208.52.137.0","208.52.137.255","MacStadium, Inc.",
"208.52.138.0","208.52.139.255","Celltex Networks, LLC",
"208.52.140.0","208.52.141.255","3 Rivers Telephone Cooperative, Inc.",
"208.52.142.0","208.52.142.255","Xigent Solutions, LLC",
"208.52.143.0","208.52.143.255","MacStadium, Inc.",
"208.52.144.0","208.52.144.255","CRRS-TV",
"208.52.145.0","208.52.145.255","MacStadium, Inc.",
"208.52.146.0","208.52.147.255","BisectHosting",
"208.52.148.0","208.52.148.255","MacStadium, Inc.",
"208.52.149.0","208.52.149.255","Minnesota Limited LLC",
"208.52.150.0","208.52.150.255","BRIGHTVIEW COMPANIES, LLC",
"208.52.151.0","208.52.151.255","MacStadium, Inc.",
"208.52.152.0","208.52.153.255","Gameserverkings",
"208.52.154.0","208.52.154.255","MacStadium, Inc.",
"208.52.155.0","208.52.155.255","ISPHONE, INC.",
"208.52.156.0","208.52.156.255","ISPHONE, INC.",
"208.52.157.0","208.52.157.255","MacStadium, Inc.",
"208.52.158.0","208.52.159.255","MacStadium, Inc.",
"208.52.160.0","208.52.160.255","Wholesail networks LLC",
"208.52.161.0","208.52.161.255","MacStadium, Inc.",
"208.52.162.0","208.52.163.255","Latin American and Caribbean IP address Regional Registry",
"208.52.164.0","208.52.164.255","MacStadium, Inc.",
"208.52.165.0","208.52.165.255","Cass Regional Medical Center",
"208.52.166.0","208.52.166.255","MacStadium, Inc.",
"208.52.167.0","208.52.167.255","Citizens National Bank of Texas",
"208.52.168.0","208.52.168.255","MacStadium, Inc.",
"208.52.169.0","208.52.169.255","MacStadium, Inc.",
"208.52.170.0","208.52.170.255","MacStadium, Inc.",
"208.52.171.0","208.52.171.255","Westgate Computers Data Center, LLC",
"208.52.172.0","208.52.173.255","Alabama One Credit Union",
"208.52.174.0","208.52.174.255","MacStadium, Inc.",
"208.52.175.0","208.52.175.255","Wholesail networks LLC",
"208.52.176.0","208.52.177.255","Beacon Wireless",
"208.52.178.0","208.52.178.255","Universite Sainte-Anne",
"208.52.179.0","208.52.179.255","MacStadium, Inc.",
"208.52.180.0","208.52.180.255","MacStadium, Inc.",
"208.52.181.0","208.52.181.255","Blazing SEO, LLC",
"208.52.182.0","208.52.182.255","MacStadium, Inc.",
"208.52.183.0","208.52.183.255","Blazing SEO, LLC",
"208.52.184.0","208.52.184.255","EDJX, Inc.",
"208.52.185.0","208.52.185.255","MacStadium, Inc.",
"208.52.188.0","208.52.191.255","MacStadium, Inc.",
"208.52.186.0","208.52.187.255","MacStadium, Inc.",
"208.52.188.0","208.52.191.255","MacStadium, Inc.",
"208.52.186.0","208.52.187.255","MacStadium, Inc.",
"208.52.185.0","208.52.185.255","MacStadium, Inc.",
"208.52.186.0","208.52.187.255","MacStadium, Inc.",
"208.52.188.0","208.52.191.255","MacStadium, Inc.",
"208.52.185.0","208.52.185.255","MacStadium, Inc.",
"208.52.185.0","208.52.185.255","MacStadium, Inc.",
"208.52.186.0","208.52.187.255","MacStadium, Inc.",
"208.52.188.0","208.52.191.255","MacStadium, Inc.",
"208.52.192.0","208.52.255.255","Verizon Data Services LLC",
"208.53.0.0","208.53.31.255","Carolina Digital Phone, Inc.",
"208.53.32.0","208.53.63.255","C7 Data Centers, Inc.",
"208.53.64.0","208.53.95.255","Digital Path",
"208.53.96.0","208.53.127.255","Wave Broadband",
"208.53.128.0","208.53.191.255","RIPE Network Coordination Centre",
"208.53.192.0","208.53.192.255","Mitchell Telecom",
"208.53.193.0","208.53.193.255","Midstate communications",
"208.53.194.0","208.53.194.255",,"FORT RANDALL TELEPHONE"
"208.53.195.0","208.53.195.31","Sanborn Telephone Cooperative",
"208.53.195.32","208.53.195.63","Raven Industries",
"208.53.195.64","208.53.195.71","DocuTAP",
"208.53.192.0","208.53.255.255","SDN Communications Inc.",
"208.54.128.0","208.54.159.255","T-Mobile USA, Inc.",
"208.54.0.0","208.54.127.255","T-Mobile USA, Inc.",
"208.54.128.0","208.54.159.255","T-Mobile USA, Inc.",
"208.54.0.0","208.54.127.255","T-Mobile USA, Inc.",
"208.54.0.0","208.54.127.255","T-Mobile USA, Inc.",
"208.54.128.0","208.54.159.255","T-Mobile USA, Inc.",
"208.54.160.0","208.54.175.255","Eastex Telephone Cooperative, Inc.",
"208.54.176.0","208.54.191.255","AT&T Mobility Puerto Rico",
"208.54.192.0","208.54.223.255","CenturyLink Communications, LLC",
"208.54.224.0","208.54.239.255","Direct Communications Cedar Valley, LLC",
"208.54.240.0","208.54.255.255","Latisys-Ashburn, LLC",
"208.55.0.0","208.55.255.255","NTT America, Inc.",
"208.56.0.0","208.56.63.255","Meta Networks Inc",
"208.56.64.0","208.56.127.255","Union Wireless",
"208.56.128.0","208.56.159.255","Thacker-Grigsby Communications",
"208.56.160.0","208.56.191.255","Gila River Telecommunications Inc.",
"208.56.192.0","208.56.207.255","Epic Hosting, LLC",
"208.56.208.0","208.56.223.255","Asia Pacific Network Information Centre",
"208.56.224.0","208.56.231.255","HOLSTON ELECTRIC COOPERATIVE",
"208.56.232.0","208.56.239.255","LS Networks",
"208.56.240.0","208.56.255.255","Dixie EPA",
"208.57.0.0","208.57.255.255","MPOWER COMMUNICATIONS CORP.",
"208.58.0.0","208.59.255.255","RCN",
"208.60.0.0","208.60.0.31",,"Fraser Yatchs - MIA"
"208.60.0.32","208.60.0.47",,"SCOTT HOOD - MIA"
"208.60.0.0","208.63.255.255","AT&T Corp.",
"208.64.0.0","208.64.7.255","NobelBiz, Inc.",
"208.64.8.0","208.64.11.255","White Cloud Technologies LLC",
"208.64.12.0","208.64.15.255","Decatur Hospital Authority",
"208.64.16.0","208.64.19.255","Computer Solutions",
"208.64.20.0","208.64.23.255","CRC Inc.",
"208.64.24.0","208.64.31.255","NYC Broadband Partnership",
"208.64.32.0","208.64.32.255","Verso Networks, Inc.",
"208.64.33.0","208.64.33.255",,"Private Customer"
"208.64.34.0","208.64.35.255","Fontana Unified School District",
"208.64.36.0","208.64.39.255","Route 256",
"208.64.40.0","208.64.43.255","SANDATA Technologies Inc.",
"208.64.44.0","208.64.47.255","Dev8 Entertainment",
"208.64.48.0","208.64.55.255","Protronics Technologies, Inc.",
"208.64.56.0","208.64.63.255","Valley Fiber Ltd.",
"208.64.64.0","208.64.71.255","VOLICO",
"208.64.72.0","208.64.75.255","MTC Broadband, Inc.",
"208.64.76.0","208.64.77.255",,"Private Customer"
"208.64.76.0","208.64.79.255","Peak Internet",
"208.64.80.0","208.64.87.255","EXPEDIA, INC",
"208.64.88.0","208.64.91.255","Utah Broadband LLC",
"208.64.92.0","208.64.95.255","Lobo Internet Services, Ltd",
"208.64.96.0","208.64.99.255","THE NIELSEN COMPANY (US), LLC",
"208.64.100.0","208.64.103.255","Parus Holdings, Inc.",
"208.64.104.0","208.64.107.255","The Woodbridge Group",
"208.64.108.0","208.64.111.255","New York Daily News, L.P.",
"208.64.112.0","208.64.119.255","Lahey Clinic, Inc.",
"208.64.120.0","208.64.127.255","Level 3 Parent, LLC",
"208.64.128.0","208.64.128.15",,"City of Chanute"
"208.64.128.16","208.64.128.31",,"City of Chanute Public Library"
"208.64.128.32","208.64.128.47",,"Erie Public Schools"
"208.64.128.0","208.64.131.255","City of Chanute, Kansas",
"208.64.132.0","208.64.135.255","Webdiscount USA, Inc.",
"208.64.136.0","208.64.143.255","NetTuner Corp. dba Webmasters.com",
"208.64.144.0","208.64.151.255","Data Network Solutions",
"208.64.152.0","208.64.152.255","WhiteSky Communications, LLC.",
"208.64.156.0","208.64.157.255","BroadAspect",
"208.64.154.0","208.64.155.255","BroadAspect",
"208.64.153.0","208.64.153.255","BroadAspect",
"208.64.156.0","208.64.157.255","BroadAspect",
"208.64.154.0","208.64.155.255","BroadAspect",
"208.64.153.0","208.64.153.255","BroadAspect",
"208.64.153.0","208.64.153.255","BroadAspect",
"208.64.154.0","208.64.155.255","BroadAspect",
"208.64.156.0","208.64.157.255","BroadAspect",
"208.64.158.0","208.64.158.255","WhiteSky Communications, LLC.",
"208.64.159.0","208.64.159.255","BroadAspect",
"208.64.160.0","208.64.163.255","Salem Information services, ltd",
"208.64.164.0","208.64.167.255","Business Information Group, Inc.",
"208.64.168.0","208.64.168.63",,"DHCP Pool - Cinergy MetroNet"
"208.64.168.64","208.64.168.127",,"Static - Cinergy MetroNet"
"208.64.168.128","208.64.168.191",,"Static Pool - Cinergy MetroNet"
"208.64.168.192","208.64.168.255",,"Static Business - Cinergy MetroNet"
"208.64.169.0","208.64.169.3",,"EVEREST SNOW MANAGEMENT GROUP"
"208.64.169.4","208.64.169.7",,"CITY OF CRAWFORDSVILLE EMERGENCY MGT"
"208.64.169.8","208.64.169.11",,"COUNTERPART"
"208.64.169.12","208.64.169.15",,"HALDERMAN FARM MANAGEMENT"
"208.64.169.16","208.64.169.19",,"WARSAW MADISON ELEMENTARY"
"208.64.169.20","208.64.169.23",,"WARSAW MADISON ELEMENTARY"
"208.64.169.24","208.64.169.27",,"COORS REMODELING"
"208.64.169.28","208.64.169.31",,"ARMORED HEAT & COOLING INC"
"208.64.169.32","208.64.169.35",,"WEST CENTRAL EDUCATION CENTER"
"208.64.169.36","208.64.169.39",,"TWIN LAKES HIGH SCHOOL"
"208.64.169.40","208.64.169.43",,"ST MARIA GORETTI (1351245)"
"208.64.169.44","208.64.169.47",,"JENNIFER JONES AUGER ATTORNEY"
"208.64.168.0","208.64.175.255","Metronet",
"208.64.176.0","208.64.183.255","Telx",
"208.64.184.0","208.64.187.255","Unwired",
"208.64.188.0","208.64.188.7","General Dynamics",
"208.64.188.8","208.64.188.15","General Dynamics",
